=== Training Log ===
================================================================
🚀 KLA HACKATHON: High-Performance GPU Training & Submission
⚡ Device: cuda (NVIDIA GeForce RTX 4060 Laptop GPU)
⚡ TF32 Tensor Cores: Enabled | PyTorch: 2.6.0+cu124
================================================================
Found 3200 training pairs, 400 test images.
Preloading contiguous tensor arrays into RAM...
✅ Tensors loaded: Train LR torch.Size([2880, 1, 128, 128]), HR torch.Size([2880, 1, 256, 256])
✅ Validation: 320 pairs
✅ Model: NAFNetSR (23.70M parameters)
Loading transferred checkpoint: C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\kla_best_model.pth...
✅ Successfully resumed from Epoch 25 | Baseline Best PSNR: 27.82 dB

🚀 Training on RTX 4060: Epochs 25 -> 300 | Effective Batch: 16 | Charbonnier Loss

Epoch [161/300] (81.5s) | Loss: 0.03022 | Val PSNR: 28.53 dB | LR: 5.45e-04 
Epoch [162/300] (87.1s) | Loss: 0.02953 | Val PSNR: 28.52 dB | LR: 5.39e-04 
Epoch [163/300] (85.2s) | Loss: 0.03449 | Val PSNR: 28.48 dB | LR: 5.33e-04 
Epoch [164/300] (87.6s) | Loss: 0.03141 | Val PSNR: 28.16 dB | LR: 5.27e-04 
Epoch [165/300] (84.9s) | Loss: 0.03022 | Val PSNR: 28.07 dB | LR: 5.21e-04 
Epoch [166/300] (79.9s) | Loss: 0.02938 | Val PSNR: 28.14 dB | LR: 5.15e-04 
Epoch [167/300] (79.3s) | Loss: 0.02916 | Val PSNR: 28.42 dB | LR: 5.09e-04 
Epoch [168/300] (79.9s) | Loss: 0.02914 | Val PSNR: 28.49 dB | LR: 5.03e-04 
Epoch [169/300] (79.1s) | Loss: 0.02907 | Val PSNR: 28.51 dB | LR: 4.98e-04 
Epoch [170/300] (80.4s) | Loss: 0.02916 | Val PSNR: 28.53 dB | LR: 4.92e-04 
Epoch [171/300] (79.8s) | Loss: 0.02981 | Val PSNR: 28.54 dB | LR: 4.86e-04 
Epoch [172/300] (79.3s) | Loss: 0.03246 | Val PSNR: 28.53 dB | LR: 4.80e-04 
Epoch [173/300] (79.2s) | Loss: 0.03167 | Val PSNR: 28.48 dB | LR: 4.74e-04 
Epoch [174/300] (79.5s) | Loss: 0.02916 | Val PSNR: 28.50 dB | LR: 4.68e-04 
Epoch [175/300] (78.9s) | Loss: 0.03052 | Val PSNR: 28.51 dB | LR: 4.62e-04 
Epoch [176/300] (78.4s) | Loss: 0.02943 | Val PSNR: 28.52 dB | LR: 4.56e-04 
Epoch [177/300] (78.4s) | Loss: 0.02906 | Val PSNR: 28.54 dB | LR: 4.50e-04 
Epoch [178/300] (78.8s) | Loss: 0.03129 | Val PSNR: 28.54 dB | LR: 4.44e-04 
Epoch [179/300] (78.5s) | Loss: 0.02955 | Val PSNR: 28.54 dB | LR: 4.38e-04 
Epoch [180/300] (78.7s) | Loss: 0.02899 | Val PSNR: 28.55 dB | LR: 4.33e-04 🔥 [NEW BEST!]
Epoch [181/300] (78.4s) | Loss: 0.03090 | Val PSNR: 28.54 dB | LR: 4.27e-04 
Epoch [182/300] (78.5s) | Loss: 0.02909 | Val PSNR: 28.55 dB | LR: 4.21e-04 
Epoch [183/300] (78.5s) | Loss: 0.02975 | Val PSNR: 28.54 dB | LR: 4.15e-04 
Epoch [184/300] (78.5s) | Loss: 0.02921 | Val PSNR: 28.53 dB | LR: 4.09e-04 
Epoch [185/300] (78.5s) | Loss: 0.02889 | Val PSNR: 28.55 dB | LR: 4.03e-04 
Epoch [186/300] (78.4s) | Loss: 0.02892 | Val PSNR: 28.56 dB | LR: 3.98e-04 🔥 [NEW BEST!]
Epoch [187/300] (78.7s) | Loss: 0.02874 | Val PSNR: 28.57 dB | LR: 3.92e-04 🔥 [NEW BEST!]
Epoch [188/300] (78.4s) | Loss: 0.02876 | Val PSNR: 28.57 dB | LR: 3.86e-04 🔥 [NEW BEST!]
Epoch [189/300] (78.5s) | Loss: 0.02877 | Val PSNR: 28.57 dB | LR: 3.80e-04 🔥 [NEW BEST!]
Epoch [190/300] (78.7s) | Loss: 0.02871 | Val PSNR: 28.58 dB | LR: 3.75e-04 🔥 [NEW BEST!]
Epoch [191/300] (87.9s) | Loss: 0.02877 | Val PSNR: 28.58 dB | LR: 3.69e-04 🔥 [NEW BEST!]
